,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
32,"Lawrence, Sanjae",JR-3,Florida State,18.95m,"62' 2.25""",Mt. SAC Relays,2019-04-18,SP,M
34,"Favors, Eric",JR-3,South Carolina,18.87m,"61' 11""",SEC Outdoor Track & Field Championships,2019-05-09,SP,M
35,"Short, Zack",JR-3,Idaho,18.80m,"61' 8.25""",2019 Triton Invitational,2019-04-12,SP,M
36,"Fife, Will",SR-4,Missouri,18.77m,"61' 7""",Tom Botts Invitational,2019-04-19,SP,M
37,"Joens, Parker",SO-2,Northern Arizona,18.74m,"61' 5.75""",Big Sky Outdoor Track & Field Championships,2019-05-08,SP,M
38,"Hammer, Ben",SR-4,South Dakota,18.67m,"61' 3""",Summit League T&F Outdoor Championships,2019-05-08,SP,M
39,"Mitchell, Kyle",SO-2,Liberty,18.66m,"61' 2.75""",Virginia Challenge,2019-04-19,SP,M
40,"Kempka, Sam",SR-4,Arkansas,18.64m,"61' 2""",SEC Outdoor Track & Field Championships,2019-05-09,SP,M
41,"Jarvis, Jefferson",SR-4,BYU,18.62m,"61' 1.25""",2019 BYU Robison Invitational,2019-04-25,SP,M
42,"Sobota, Josh",FR-1,Kentucky,18.56m,"60' 10.75""",Florida Relays,2019-03-28,SP,M
43,"Rogers, Isaiah",JR-3,Virginia Tech,18.53m,"60' 9.5""",ACC Championships,2019-05-09,SP,M
44,"Valencia, Felipe",SR-4,Houston,18.52m,"60' 9.25""",125th Penn Relays,2019-04-25,SP,M
45,"Jones, Tyson",FR-1,Virginia Tech,18.50m,"60' 8.5""",Virginia Grand Prix,2019-04-26,SP,M
46,"Evans, Jerimiah",SO-2,Michigan State,18.47m,"60' 7.25""",Louisville Invitational,2019-04-12,SP,M
47,"Ehrnsberger, Chance",SO-2,Ohio State,18.46m,"60' 6.75""",Jesse Owens Classic - The Ohio State University,2019-04-26,SP,M
48,"Machairas, Iason",FR-1,UTEP,18.45m,"60' 6.5""",Bryan Clay Invitational,2019-04-17,SP,M
49,"Keogan, Michael",JR-3,North Dakota State,18.41m,"60' 5""",Summit League T&F Outdoor Championships,2019-05-08,SP,M
50,"Odugbesan, Isaac",SO-2,Mid. Tenn. State,18.37m,"60' 3.25""",Conference USA Outdoor Championships,2019-05-09,SP,M
50,"Richardson, Preston",SR-4,William and Mary,18.37m,"60' 3.25""",125th Penn Relays,2019-04-25,SP,M
52,"Hardan, Nicholas",FR-1,Baylor,18.34m,"60' 2""",National Relay Championships,2019-04-26,SP,M
52,"Patterson, Devon",SR-4,Buffalo,18.34m,"60' 2""",Jim Thorpe,2019-05-03,SP,M
54,"Tritle, Keegan",JR-3,Northern Iowa,18.30m,"60' 0.5""",Tom Botts Invitational,2019-04-19,SP,M
54,"King, Darius",JR-3,Northern Iowa,18.30m,"60' 0.5""",Wisconsin Alumni Classic,2019-05-03,SP,M
56,"Peterson, Ben",SO-2,Penn State,18.29m,"60' 0.25""",LSU Battle on the Bayou,2019-04-06,SP,M
57,"Russell, Daven",SR-4,Utah Valley,18.28m,"59' 11.75""",WAC Outdoor Track and Field Championships,2019-05-09,SP,M
58,"Wilson, Jacob",FR-1,UCLA,18.26m,"59' 11""",USC vs UCLA,2019-04-27,SP,M
58,"Adams, Terrell",JR-3,Charlotte,18.26m,"59' 11""",Conference USA Outdoor Championships,2019-05-09,SP,M
60,"Calvin, Logan",SO-2,Illinois State,18.21m,"59' 9""",2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,SP,M
61,"Nichols, Michael",SR-4,Sam Houston St.,18.18m,"59' 7.75""",Michael Johnson Invitational,2019-04-19,SP,M
62,"Barclay, Josh",SO-2,Utah State,18.16m,"59' 7""",Mountain West Outdoor Track & Field Championship,2019-05-08,SP,M
63,"Morris, Kyle",JR-3,Utah State,18.11m,"59' 5""",UC Irvine Spring Break Collegiate Classic,2019-03-15,SP,M
64,"Plesko, Nace",SR-4,Virginia,18.10m,"59' 4.75""",ACC Championships,2019-05-09,SP,M
65,"Andrew, Peter",SR-4,Milwaukee,18.08m,"59' 4""",Horizon League Outdoor Track & Field Championships,2019-05-03,SP,M
66,"Voeks, Grant",JR-3,Clemson,18.07m,"59' 3.5""",Florida Relays,2019-03-28,SP,M
67,"Schulz, Ian",SO-2,Arizona State,18.05m,"59' 2.75""",2019 Pac-12 Track & Field Championships,2019-05-04,SP,M
68,"Brunsvik, Cannon",SR-4,Southern Utah,18.01m,"59' 1.25""",Big Sky Outdoor Track & Field Championships,2019-05-08,SP,M
69,"Blalock, Tyler",SO-2,Kennesaw State,18.00m,"59' 0.75""",UNF Invitational,2019-04-05,SP,M
70,"Chastulik, Kelton",SO-2,Princeton,17.96m,"58' 11.25""",Sam Howell Invitational,2019-04-06,SP,M
71,"Browley, Reggie",SO-2,Ohio State,17.94m,"58' 10.25""",Big Ten Championships,2019-05-10,SP,M
71,"Yodts, Kyler",JR-3,Northern Iowa,17.94m,"58' 10.25""",MVC Championship,2019-05-10,SP,M
73,"Turner, Christian",JR-3,Sacred Heart,17.88m,"58' 8""",Stony Brook University - Wolfie Invitational,2019-04-20,SP,M
74,"Bonhurst, Ben",SR-4,South Carolina,17.85m,"58' 6.75""",SEC Outdoor Track & Field Championships,2019-05-09,SP,M
75,"Abraham, Marcus",SR-4,Cincinnati,17.84m,"58' 6.5""",Oliver Nikoloff Invitational,2019-04-06,SP,M
75,"Kamarullah, Tavi",SR-4,Long Beach St.,17.84m,"58' 6.5""",Big West Outdoor Track & Field Championships,2019-05-10,SP,M
75,"Yeakey, Brent",SO-2,Montana,17.84m,"58' 6.5""",Tom Gage Classic,2019-05-03,SP,M
78,"Kirk, Geoff",SO-2,Army West Point,17.82m,"58' 5.75""",Army vs. Navy Outdoor Star Meet,2019-04-06,SP,M
79,"Kicinski, Eric",SR-4,Texas Tech,17.80m,"58' 4.75""",Corky/Crofoot Shootout,2019-04-26,SP,M
80,"Leonard, Grady",FR-1,Nebraska,17.79m,"58' 4.5""",Big Ten Championships,2019-05-10,SP,M
81,"Weiler, Kevin",SR-4,Central Michigan,17.76m,"58' 3.25""",Mid-American Conference Outdoor Track & Field Championships,2019-05-09,SP,M
81,"Daboub, Bradley",JR-3,Oklahoma,17.76m,"58' 3.25""",John Jacobs Invitational,2019-04-19,SP,M
81,"Beatty, Ben",SO-2,Duke,17.76m,"58' 3.25""",Virginia Grand Prix,2019-04-26,SP,M
84,"Westbay, Dom",SR-4,Youngstown St.,17.75m,"58' 3""",Jesse Owens Classic - The Ohio State University,2019-04-26,SP,M
85,"Holtz, Isaac",SR-4,Northern Iowa,17.74m,"58' 2.5""",Wisconsin Alumni Classic,2019-05-03,SP,M
85,"Joyner, Iffy",SO-2,California,17.74m,"58' 2.5""",2019 Hornet Invitational,2019-03-15,SP,M
87,"Landis, Cam",FR-1,Penn,17.72m,"58' 1.75""",Sam Howell Invitational,2019-04-06,SP,M
88,"Gibbons, Triston",FR-1,Houston,17.70m,"58' 1""",The American Outdoor Track & Field Championships,2019-05-10,SP,M
88,"Ballivian, Jose",SO-2,Liberty,17.70m,"58' 1""",CSU Spring Break Invitational,2019-03-16,SP,M
90,"Renard, Michael",JR-3,Army West Point,17.68m,"58' 0.25""",Penn Challenge,2019-03-23,SP,M
91,"Tsu, Kyle",FR-1,UC Irvine,17.66m,"57' 11.25""",Big West Challenge,2019-04-05,SP,M
92,"Addlesberger, Ryan",SR-4,Manhattan,17.64m,"57' 10.5""",2019 Lions Invitational,2019-04-26,SP,M
93,"Martens, Cory",JR-3,Wichita State,17.63m,"57' 10.25""",Corky/Crofoot Shootout,2019-04-26,SP,M
94,"Demaline , Ryan",FR-1,Kent State,17.62m,"57' 9.75""",Mid-American Conference Outdoor Track & Field Championships,2019-05-09,SP,M
95,"Schall, David",SR-4,Indiana,17.61m,"57' 9.5""",2019 Billy Hayes Invitational,2019-05-03,SP,M
95,"Hurley, Ricky",JR-3,Southern Illinois,17.61m,"57' 9.5""",Tennessee Relays,2019-04-11,SP,M
97,"Richeson, Cade",SO-2,Louisville,17.60m,"57' 9""",37th Annual Victor Lopez Classic,2019-03-21,SP,M
98,"Knight, Morgan",SR-4,Abilene Christian,17.59m,"57' 8.5""",Southland Conference Outdoor Track and Field Championship,2019-05-03,SP,M
99,"Rogers, Jeff",SR-4,Arkansas,17.58m,"57' 8.25""",Michael Johnson Invitational,2019-04-19,SP,M
99,"Licata, Christopher",FR-1,Princeton,17.58m,"57' 8.25""",North Florida Spring Break Invitational,2019-03-21,SP,M
1,"Otterdahl, Payton",JR-3,North Dakota State,20.96m,"68' 9.25""",2018 Summit League Championships,2018-05-10,SP,M
2,"Comenentia, Denzel",JR-3,Georgia,20.88m,"68' 6""",SEC Outdoor Track and Field Championships,2018-05-11,SP,M
3,"Awotunde, Josh",SR-4,South Carolina,20.77m,"68' 1.75""",SEC Outdoor Track and Field Championships,2018-05-11,SP,M
4,"Geist, Jordan",FR-1,Arizona,20.41m,"66' 11.5""",2018 Desert Heat Classic,2018-04-28,SP,M
5,"Kern, Jared",SR-4,Southern Illinois,20.39m,"66' 10.75""",2018 MVC Outdoor Track & Field Championships,2018-05-11,SP,M
6,"Droogsma, Austin",SR-4,Florida State,20.32m,"66' 8""",Florida Relays,2018-03-29,SP,M
7,"Liskowitz, Andrew",SO-2,Michigan,20.28m,"66' 6.5""",National Relay Championships,2018-04-27,SP,M
8,"Morrison, Willie",JR-3,Indiana,20.22m,"66' 4.25""",Big Ten Championships,2018-05-11,SP,M
9,"Piperi, Adrian",FR-1,Texas,20.19m,"66' 3""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,SP,M
10,"Demaline, Nicholas",SR-4,Ohio State,20.14m,"66' 1""",Big Ten Championships,2018-05-11,SP,M
11,"Johnson, McKay",SO-2,California,19.80m,"64' 11.5""",Stanford Invitational,2018-03-30,SP,M
12,"West, Jordan",FR-1,Tennessee,19.79m,"64' 11.25""",SEC Outdoor Track and Field Championships,2018-05-11,SP,M
12,"Johnson, T'Mond",JR-3,Texas State,19.79m,"64' 11.25""",Sun Belt Outdoor Track and Field Championships,2018-05-11,SP,M
14,"Neelly, Brett",JR-3,Kansas State,19.59m,"64' 3.25""",Texas Tech Corky/Crofoot Shootout,2018-04-27,SP,M
15,"Ferguson, Kord",JR-3,Alabama,19.49m,"63' 11.5""",Crimson Tide Invitational,2018-04-06,SP,M
16,"Simon, Peter",SR-4,California,19.35m,"63' 6""",2018 Brutus Hamilton Invitational,2018-04-28,SP,M
17,"Ponzio, Nicholas",SR-4,USC,19.32m,"63' 4.75""",UCLA vs. USC Dual,2018-04-29,SP,M
18,"Cartwright, Grant",SR-4,Michigan,19.30m,"63' 4""",Big Ten Championships,2018-05-11,SP,M
19,"Brewer, Jalil",FR-1,Purdue,19.26m,"63' 2.25""",Big Ten Championships,2018-05-11,SP,M
20,"Castle, Noah",JR-3,Kentucky,19.24m,"63' 1.5""",SEC Outdoor Track and Field Championships,2018-05-11,SP,M
21,"Bandel, Connor",FR-1,Florida,19.18m,"62' 11.25""",SEC Outdoor Track and Field Championships,2018-05-11,SP,M
22,"Efekoro, Oghenakpobo",JR-3,Virginia,19.14m,"62' 9.5""",Virginia Challenge,2018-04-20,SP,M
23,"Lenford , Charles",SO-2,Kentucky,19.12m,"62' 8.75""",National Relay Championships,2018-04-27,SP,M
24,"Lambrechts, Burger",FR-1,Nebraska,19.02m,"62' 5""",Texas Tech Corky/Crofoot Shootout,2018-04-27,SP,M
25,"Vaughn, Luke",SR-4,Memphis,18.89m,"61' 11.75""",The American Outdoor Track & Field Championships,2018-05-11,SP,M
26,"Tuufuli, Reno",JR-3,Iowa,18.88m,"61' 11.5""",Big Ten Championships,2018-05-11,SP,M
27,"Williams, Brian",SR-4,Ole Miss,18.85m,"61' 10.25""",SEC Outdoor Track and Field Championships,2018-05-11,SP,M
27,"Maxwell, Joseph",FR-1,Tennessee,18.85m,"61' 10.25""",SEC Outdoor Track and Field Championships,2018-05-11,SP,M
29,"Levi, Itamar",SR-4,Arkansas State,18.83m,"61' 9.5""",ASU Red Wolf Open,2018-04-20,SP,M
30,"Favors, Eric",SO-2,South Carolina,18.73m,"61' 5.5""",Weems Baskin Relays,2018-03-23,SP,M
31,"Odugbesan, Isaac",FR-1,Mid. Tenn. State,18.72m,"61' 5""",War Eagle Invitational 2018,2018-04-20,SP,M
31,"Hassan, Mostafa",SR-4,Colorado St.,18.72m,"61' 5""",Mountain West Outdoor Track & Field Championships,2018-05-09,SP,M
33,"Valencia, Felipe",JR-3,Houston,18.70m,"61' 4.25""",The American Outdoor Track & Field Championships,2018-05-11,SP,M
34,"Ragonesi, Gian",SR-4,Miami,18.67m,"61' 3""",Florida Relays,2018-03-29,SP,M
35,"Huffman, Nikolas",SR-4,Kentucky,18.65m,"61' 2.25""",SEC Outdoor Track and Field Championships,2018-05-11,SP,M
36,"Ceban, Nicolai",SR-4,Kansas,18.62m,"61' 1.25""",39th Sun Angel Classic,2018-04-05,SP,M
37,"Talley , Alex",FR-1,North Dakota State,18.59m,"61' 0""",2018 Summit League Championships,2018-05-10,SP,M
38,"Stroh, Steffan",SR-4,North Dakota State,18.58m,"60' 11.5""",2018 Summit League Championships,2018-05-10,SP,M
38,"Fife, Will",JR-3,Missouri,18.58m,"60' 11.5""",Arkansas Spring Invitational,2018-03-23,SP,M
40,"Tritle, Keegan",SO-2,Northern Iowa,18.55m,"60' 10.5""",Wisconsin Twilight,2018-05-04,SP,M
41,"Tharaldsen, Jonathan",SO-2,Minnesota,18.54m,"60' 10""",National Relay Championships,2018-04-27,SP,M
42,"Newman, Tristen",SR-4,Stanford,18.52m,"60' 9.25""",Stanford Invitational,2018-03-30,SP,M
42,"Andrew, Peter",JR-3,Wis.-Milwaukee,18.52m,"60' 9.25""",Horizon League Outdoor Track & Field Championships,2018-05-04,SP,M
44,"Vallery, Rafael",SR-4,Memphis,18.47m,"60' 7.25""",Memphis Tiger Invitational,2018-04-27,SP,M
45,"Patterson, Devon",JR-3,Buffalo,18.39m,"60' 4""",Florida Relays,2018-03-29,SP,M
46,"Hurley, Ricky",SO-2,Southern Illinois,18.38m,"60' 3.75""",2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,SP,M
46,"Schmidt, Kai",JR-3,Abilene Christian,18.38m,"60' 3.75""",Southland Conference Outdoor Track & Field Championships,2018-05-04,SP,M
48,"Yohman, Jon",SR-4,Penn State,18.35m,"60' 2.5""",Big Ten Championships,2018-05-11,SP,M
49,"Meyer, Clint",SO-2,Cal St. Northridge,18.33m,"60' 1.75""",2018 Big West Championships,2018-05-11,SP,M
49,"McArthur, Daniel",SO-2,North Carolina,18.33m,"60' 1.75""",UCF Black and Gold Challenge,2018-03-16,SP,M
51,"Douglass, Kyle",SR-4,Montana State,18.32m,"60' 1.25""",Beach Invitational,2018-04-20,SP,M
52,"Cribbin, Ryan",SR-4,Buffalo,18.29m,"60' 0.25""",2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,SP,M
53,"Plesko, Nace",JR-3,Virginia,18.26m,"59' 11""",ACC Outdoor Championships,2018-05-10,SP,M
53,"Neelly, Adam",SO-2,Memphis,18.26m,"59' 11""",The American Outdoor Track & Field Championships,2018-05-11,SP,M
55,"Jarvis, Jefferson",JR-3,BYU,18.25m,"59' 10.5""",Beach Invitational,2018-04-20,SP,M
56,"Short, Zack",SO-2,Idaho,18.23m,"59' 9.75""",13th Sam Adams Classic,2018-03-22,SP,M
57,"Mitchell, Martinus",SR-4,SIU Edwardsville,18.19m,"59' 8.25""",Memphis Tiger Invitational,2018-04-27,SP,M
58,"Paul, Cedric",SR-4,Northwestern St.,18.15m,"59' 6.75""",2018 TCU Invitational,2018-03-16,SP,M
59,"Blaser, William",FR-1,Northern Iowa,18.09m,"59' 4.25""",Wisconsin Twilight,2018-05-04,SP,M
59,"Holtz, Isaac",JR-3,Northern Iowa,18.09m,"59' 4.25""",2018 MVC Outdoor Track & Field Championships,2018-05-11,SP,M
61,"Johnson, Josh",FR-1,California,18.06m,"59' 3""",2018 Cardinal Classic,2018-04-20,SP,M
62,"Campbell, Cooper",FR-1,Oklahoma,18.04m,"59' 2.25""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,SP,M
63,"Coghill, Nicholas",SO-2,Nebraska,18.01m,"59' 1.25""",UCSD Triton Invitational,2018-04-13,SP,M
64,"Keogan, Michael",SO-2,North Dakota State,18.00m,"59' 0.75""",NDSU Tune Up,2018-05-04,SP,M
65,"Seipel, Max",SR-4,Ohio State,17.96m,"58' 11.25""",Ohio State Univ. - Jesse Owens Track Classic,2018-04-20,SP,M
65,"McDonald, Josh",SR-4,Wisconsin,17.96m,"58' 11.25""",Wisconsin Twilight,2018-05-04,SP,M
67,"Blaho, Austin",SR-4,Colorado St.,17.95m,"58' 10.75""",7220 Invite,2018-04-27,SP,M
68,"Yodts, Kyler",SO-2,Northern Iowa,17.94m,"58' 10.25""",Tom Botts,2018-04-20,SP,M
68,"Morales, Hiram",SR-4,McNeese State,17.94m,"58' 10.25""",Southland Conference Outdoor Track & Field Championships,2018-05-04,SP,M
68,"King, Darius",FR-1,Northern Iowa,17.94m,"58' 10.25""",Tom Botts,2018-04-20,SP,M
71,"Daboub, Bradley",SO-2,Oklahoma,17.87m,"58' 7.5""",John Jacobs Invitational,2018-04-20,SP,M
72,"Ehrnsberger, Chance",FR-1,Ohio State,17.86m,"58' 7.25""",Ohio State Univ. - Jesse Owens Track Classic,2018-04-20,SP,M
73,"Russell, Daven",SR-4,Utah Valley,17.85m,"58' 6.75""",2018 BYU Robison Invitational,2018-04-26,SP,M
73,"Yezek, Tom",SO-2,Northern Iowa,17.85m,"58' 6.75""",2018 MVC Outdoor Track & Field Championships,2018-05-11,SP,M
75,"Cornelius, Cameron",SR-4,Houston,17.84m,"58' 6.5""",The American Outdoor Track & Field Championships,2018-05-11,SP,M
76,"Quesenberry, Michael",SR-4,North Dakota,17.83m,"58' 6""",NDSU Tune Up,2018-05-04,SP,M
77,"Hirschmann, David",SR-4,Utah State,17.81m,"58' 5.25""",Mountain West Outdoor Track & Field Championships,2018-05-09,SP,M
78,"Hammer, Ben",JR-3,South Dakota,17.80m,"58' 4.75""",Sioux City Relays,2018-04-12,SP,M
79,"McMorris, Malik",JR-3,California,17.79m,"58' 4.5""",2018 Big Meet,2018-04-07,SP,M
80,"Kim, Ryan",SR-4,Northeastern,17.77m,"58' 3.75""",UCONN Northeast Challenge,2018-04-14,SP,M
81,"Buckley, Christian",SO-2,Louisville,17.74m,"58' 2.5""",ACC Outdoor Championships,2018-05-10,SP,M
82,"Tucker, Kyrin",SR-4,Northwestern St.,17.72m,"58' 1.75""",McNeese State Last Chance,2018-05-12,SP,M
82,"Weiler, Kevin",JR-3,Central Michigan,17.72m,"58' 1.75""",2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,SP,M
84,"Rogers, Isaiah",SO-2,TCU,17.71m,"58' 1.25""",Roadrunner Invitational,2018-03-22,SP,M
85,"Peterson, Ben",FR-1,Penn State,17.69m,"58' 0.5""",Penn Relays,2018-04-26,SP,M
85,"Ugwunze, Uche",SR-4,Rice,17.69m,"58' 0.5""",Victor Lopez Classic,2018-03-22,SP,M
87,"Leiseth, Mason",SR-4,South Dakota St.,17.68m,"58' 0.25""",2018 Summit League Championships,2018-05-10,SP,M
88,"Petzel, Walter",SO-2,Kent State,17.63m,"57' 10.25""",2018 Mid-American Conf. Outdoor Track & Field Championships,2018-05-10,SP,M
89,"Knight, Morgan",JR-3,Abilene Christian,17.61m,"57' 9.5""",UIW Invitational,2018-04-13,SP,M
90,"Sikon, Sam",FR-1,Southern Illinois,17.60m,"57' 9""",2018 MVC Outdoor Track & Field Championships,2018-05-11,SP,M
91,"Crooks, Stevon",JR-3,SE Louisiana,17.59m,"57' 8.5""",McNeese State Last Chance,2018-05-12,SP,M
92,"Mitchell, Kyle",FR-1,Kansas State,17.57m,"57' 7.75""",Roadrunner Invitational,2018-03-22,SP,M
92,"Bultman, Nathan",SO-2,USC,17.57m,"57' 7.75""",UCLA vs. USC Dual,2018-04-29,SP,M
94,"Paliscak, David",SR-4,Kent State,17.52m,"57' 5.75""",Univ. of Akron - Campbell/Wright Open,2018-05-04,SP,M
94,"Brown, Mateius",SR-4,Western Carolina,17.52m,"57' 5.75""",Terrier Relays 2018,2018-03-30,SP,M
96,"Barber, John",FR-1,Navy,17.51m,"57' 5.5""",Patriot League Outdoor Track & Field Championships,2018-05-04,SP,M
96,"May, Paul",JR-3,UT-Rio Grande Valley,17.51m,"57' 5.5""",UIW Invitational,2018-04-13,SP,M
98,"Hyc, Micheal",SR-4,Illinois,17.50m,"57' 5""",Big Ten Championships,2018-05-11,SP,M
99,"Rogers, Jeff",JR-3,Arkansas,17.47m,"57' 3.75""",Arkansas Twilight,2018-05-04,SP,M
100,"Oladipo, Gabriel",FR-1,Texas A&M,17.44m,"57' 2.75""",SEC Outdoor Track and Field Championships,2018-05-11,SP,M
1,"Crouser, Ryan",JR-3,Texas,21.39m,"70' 2.25""",Big 12 Outdoor Track and Field Championships,2014-05-16,SP,M
2,"Hill, Darrell",JR-3,Penn State,20.57m,"67' 6""",Big Ten Outdoor Track & Field Championships,2014-05-16,SP,M
3,"Zunic, Stipe",JR-3,Florida,20.52m,"67' 4""",SEC Outdoor Championship,2014-05-15,SP,M
4,"Saenz, Stephen",SR-4,Auburn,20.35m,"66' 9.25""",UCSD Triton Invitational,2014-04-25,SP,M
5,"Jensen, Curtis",SR-4,Illinois State,20.33m,"66' 8.5""",ISU Invite,2014-05-03,SP,M
6,"Fournette, Albert",SR-4,UL-Lafayette,20.09m,"65' 11""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,SP,M
7,"Garrett, Richard",SR-4,UTSA,20.06m,"65' 9.75""",Conference USA Outdoor Track & Field Championships,2014-05-15,SP,M
8,"Jones, Jonathan",JR-3,Buffalo,19.87m,"65' 2.25""",New York Upstate Challenge,2014-04-18,SP,M
9,"Freeman, Josh",SO-2,Southern Illinois,19.86m,"65' 2""",2014 MVC Outdoor Track & Field Championships,2014-05-16,SP,M
10,"Szypka, Brad",JR-3,Kentucky,19.85m,"65' 1.5""",University of Tennessee Challenge,2014-05-03,SP,M
11,"Whitener, Caleb",SR-4,Georgia,19.83m,"65' 0.75""",Mt. SAC Relays,2014-04-17,SP,M
12,"Vena, Nick",JR-3,Georgia,19.69m,"64' 7.25""",SEC Outdoor Championship,2014-05-15,SP,M
13,"Weldon, Kole",JR-3,Texas Tech,19.67m,"64' 6.5""",2014 Clyde Littlefield Texas Relays,2014-03-26,SP,M
14,"Scarvelis, Nicholas",SO-2,UCLA,19.62m,"64' 4.5""",UCLA vs USC,2014-05-04,SP,M
15,"Grace, Bobby",SR-4,Youngstown St.,19.56m,"64' 2.25""",Jesse Owens Track Classic,2014-04-18,SP,M
16,"Miller, Ashinia",SO-2,Georgia,19.54m,"64' 1.25""",SEC Outdoor Championship,2014-05-15,SP,M
17,"Mozia, Stephen",JR-3,Cornell,19.46m,"63' 10.25""",Stanford Invitational,2014-04-04,SP,M
18,"Enekwechi, Chukwuebuka",SO-2,Purdue,19.38m,"63' 7""",Big Ten Outdoor Track & Field Championships,2014-05-16,SP,M
19,"James, Antonio",JR-3,Michigan State,19.35m,"63' 6""",Dave Rankin Invite,2014-05-02,SP,M
20,"Blair, Coy",SO-2,Purdue,19.32m,"63' 4.75""",Dave Rankin Invite,2014-05-02,SP,M
21,"Bailey, Tavis",JR-3,Tennessee,19.29m,"63' 3.5""",Tennessee Relays,2014-04-10,SP,M
