,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
76,"Kingsfield, Will",JR-3,Stanford,63.91m,"209' 8""",2019 Pac-12 Track & Field Championships,2019-05-04,JT,M
77,"Beyer, Austin",SR-4,Idaho,63.90m,"209' 8""",2019 Mondo Team Challenge,2019-03-30,JT,M
78,"Phillips, Benji",FR-1,North Dakota State,63.82m,"209' 4""",Beach Invitational,2019-04-19,JT,M
79,"Card-Childers, Charlie",SR-4,Rice,63.71m,"209' 0""",Houston Spring Break Invitational,2019-03-14,JT,M
80,"Stolsig, Dane",JR-3,Rice,63.66m,"208' 10""",Texas A&M Alumni Muster,2019-04-27,JT,M
81,"Shapovalov, Victor",SO-2,Hartford,63.65m,"208' 10""",2019 Adidas Winthrop University Invitational,2019-03-21,JT,M
82,"Martin, Jared",JR-3,North Carolina,63.63m,"208' 9""",Miami Hurricane Alumni Invitational,2019-04-12,JT,M
83,"Judge, Jack",SR-4,Villanova,63.59m,"208' 7""",Penn Challenge,2019-03-23,JT,M
84,"Ishler, Bailey",JR-3,Air Force,63.56m,"208' 6""",Mountain West Outdoor Track & Field Championship,2019-05-08,JT,M
85,"Hess, Drew",JR-3,VCU,63.45m,"208' 2""",Atlantic 10 Outdoor Track & Field Championships,2019-05-04,JT,M
86,"Wolfley, Logan",JR-3,Kansas State,63.42m,"208' 1""",2019 TCU Invitational,2019-03-16,JT,M
87,"Mace, Kelby",SR-4,Maine,63.32m,"207' 9""",New England Outdoor Championship - NEICAAA,2019-05-10,JT,M
88,"Podraza, Zach",SO-2,Nebraska,63.27m,"207' 7""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,JT,M
89,"McManus, Greg",JR-3,Rhode Island,63.08m,"206' 11""",Atlantic 10 Outdoor Track & Field Championships,2019-05-04,JT,M
90,"Parsons, Austin",FR-1,Notre Dame,62.98m,"206' 7""",37th Annual Victor Lopez Classic,2019-03-21,JT,M
91,"Ober III, John",FR-1,UC Riverside,62.96m,"206' 7""",adidas/Steve Scott Invitational,2019-04-26,JT,M
92,"King, John",FR-1,New Hampshire,62.95m,"206' 6""",2019 America East Outdoor Championships,2019-05-04,JT,M
93,"Governale, Dominic",JR-3,Southern Miss.,62.68m,"205' 8""",Al Schmidt Bulldog Relays Invite,2019-03-22,JT,M
93,"Bouzigard, Sean",JR-3,UL-Lafayette,62.68m,"205' 8""",LSU Alumni Gold,2019-04-20,JT,M
95,"Jackson, Dorian",FR-1,Monmouth,62.64m,"205' 6""",Metro Atlantic Outdoor Track & Field Championships,2019-05-04,JT,M
96,"Tarr, Chase",SO-2,UC Santa Barbara,62.60m,"205' 4""",41st Annual Aztec Invitational,2019-03-22,JT,M
97,"Montero, Jordan",SO-2,Bucknell,62.52m,"205' 1""",Patriot League Outdoor Track & Field Championships,2019-05-03,JT,M
97,"Puglia, Mark",SR-4,Northeastern,62.52m,"205' 1""",IC4A/ECAC Outdoor Track & Field Championships,2019-05-11,JT,M
99,"Peters, Thomas",SR-4,Southern Miss.,62.50m,"205' 1""",Tiger Track Classic 2019,2019-04-05,JT,M
100,"Burrell, Jon",FR-1,Louisiana Tech,62.47m,"204' 11""",Conference USA Outdoor Championships,2019-05-09,JT,M
1,"Peters, Anderson",FR-1,Miss State,82.04m,"269' 2""",SEC Outdoor Track and Field Championships,2018-05-11,JT,M
2,"Gudmundsson, Sindri",SO-2,Utah State,80.49m,"264' 1""",UC Irvine Spring Break Classic,2018-03-16,JT,M
3,"Kyriazis, Ioannis",SR-4,Texas A&M,80.33m,"263' 6""",SEC Outdoor Track and Field Championships,2018-05-11,JT,M
4,"Quijera, Nicolas",SR-4,Miss State,79.75m,"261' 8""",Tennessee Relays,2018-04-12,JT,M
5,"True, Aaron",JR-3,Wichita State,77.49m,"254' 3""",The American Outdoor Track & Field Championships,2018-05-11,JT,M
6,"Litzell, Simon",SO-2,UCLA,74.46m,"244' 3""",2018 Pac-12 Track & Field Championships,2018-05-12,JT,M
7,"Taylor, Taran",FR-1,Wichita State,74.26m,"243' 8""",The American Outdoor Track & Field Championships,2018-05-11,JT,M
8,"Dohmann, Fabian",SR-4,Texas,74.18m,"243' 4""",UTSA Invitational,2018-03-16,JT,M
9,"Engelking, Jonno",SO-2,SE Missouri,73.89m,"242' 5""",Ohio Valley Conference Championship,2018-05-10,JT,M
10,"Hardin, Sam",SR-4,Texas A&M,73.42m,"240' 10""",2018 Baldy Castillo Invitational,2018-03-16,JT,M
11,"Biddle, Michael",SO-2,Penn State,73.02m,"239' 7""",Big Ten Championships,2018-05-11,JT,M
12,"Thomas, Jack",SR-4,Houston,71.58m,"234' 10""",Cougar Spring Break Invitational,2018-03-15,JT,M
13,"Walton, Cody",SR-4,Nebraska,71.21m,"233' 7""",Big Ten Championships,2018-05-11,JT,M
14,"Porcaro, Skyler",JR-3,Southern Utah,71.10m,"233' 3""",UCR Spring Break Classic,2018-03-22,JT,M
15,"Basic, Bartul",SR-4,UL-Lafayette,70.94m,"232' 9""",2018 Louisiana Classics,2018-03-16,JT,M
16,"Nizich, John",JR-3,Oregon,70.77m,"232' 2""",Beach Invitational,2018-04-20,JT,M
17,"Petersson, William",SO-2,Texas A&M,70.66m,"231' 10""",Houston Alumni Invitational,2018-04-07,JT,M
18,"Behm, Ian",SO-2,Akron,70.59m,"231' 7""",Roadrunner Invitational,2018-03-22,JT,M
19,"Antonucci, Cade",FR-1,Auburn,70.54m,"231' 5""",2018 Jim Click Shootout,2018-04-07,JT,M
19,"Spannowsky, Marian",SO-2,UCLA,70.54m,"231' 5""",Rafer Johnson & Jackie Joyner-Kersee Invitational,2018-04-14,JT,M
21,"Criticos, Michael",SR-4,Memphis,70.01m,"229' 8""",Mississippi State Bulldog Relays,2018-03-23,JT,M
22,"Walker, Noah",FR-1,Pittsburgh,69.98m,"229' 7""",49er Classic,2018-03-15,JT,M
23,"Foster, Kevin",SR-4,Connecticut,69.96m,"229' 6""",UCF Black and Gold Challenge,2018-03-16,JT,M
24,"Carter, Justin",SR-4,Auburn,69.80m,"229' 0""",War Eagle Invitational 2018,2018-04-20,JT,M
25,"Zuidema, Seth",SR-4,Connecticut,69.15m,"226' 10""",UCONN Northeast Challenge,2018-04-14,JT,M
25,"Zuidema, Seth",SR-4,Connecticut,69.15m,"226' 10""",UCONN Northeast Challenge,2018-04-14,JT,M
27,"Schmidt, Austin",JR-3,North Dakota State,69.07m,"226' 7""",Beach Invitational,2018-04-20,JT,M
28,"Lillquist, Jensen",JR-3,Montana,69.02m,"226' 5""",Big Sky Outdoor Track & Field Championships,2018-05-08,JT,M
29,"Richards, Sean",SR-4,Navy,68.92m,"226' 1""",San Diego Collegiate Challenge,2018-03-10,JT,M
30,"Newman, Jesse",SO-2,Grand Canyon,68.91m,"226' 1""",Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,JT,M
31,"Hoplin, John",SR-4,Wichita State,68.88m,"226' 0""",The American Outdoor Track & Field Championships,2018-05-11,JT,M
32,"Van Vuren, Jackson",SO-2,Oregon,68.70m,"225' 5""",40th Annual Aztec Invitational,2018-03-24,JT,M
33,"Bouwer, Werner",SO-2,Texas Tech,68.39m,"224' 4""",UTSA Invitational,2018-03-16,JT,M
34,"McKnight, Cole",FR-1,UL-Monroe,68.25m,"223' 11""",Sun Belt Outdoor Track and Field Championships,2018-05-11,JT,M
35,"Williams, Adrian",JR-3,SE Louisiana,68.05m,"223' 3""",Home Depot Clyde Littlefield Texas Relays,2018-03-28,JT,M
35,"Peters, Thomas",JR-3,Southern Miss.,68.05m,"223' 3""",FSU Relays,2018-03-23,JT,M
37,"Iglesias, Rodrigo",JR-3,Akron,67.95m,"222' 11""",Roadrunner Invitational,2018-03-22,JT,M
38,"Danielson, Trevor",JR-3,Stanford,67.89m,"222' 9""",National Relay Championships,2018-04-27,JT,M
39,"Pratt, Denzel",JR-3,Liberty,67.88m,"222' 8""",Big South Conference Outdoor Track and Field Championships,2018-05-09,JT,M
40,"Odle, Damien",SR-4,Wichita State,67.87m,"222' 8""",Arkansas Spring Invitational,2018-03-23,JT,M
41,"Patricelli, Denham",JR-3,Washington,67.86m,"222' 8""",WSU-UW Dual,2018-04-28,JT,M
42,"Johnson, Benjamin",JR-3,East Tenn. St.,67.84m,"222' 7""",Raleigh Relays,2018-03-30,JT,M
43,"Putnam, John",JR-3,Auburn,67.82m,"222' 6""",2018 Jim Click Shootout,2018-04-07,JT,M
44,"Smith, Cole",SR-4,Washington St.,67.78m,"222' 4""",Beach Pacific Coast Intercollegiate,2018-04-19,JT,M
45,"Marta, Elijah",SR-4,Kentucky,67.60m,"221' 9""",National Relay Championships,2018-04-27,JT,M
46,"Lenihan, Kiegan",SO-2,Duke,67.42m,"221' 2""",ACC Outdoor Championships,2018-05-10,JT,M
47,"White, Tony",SR-4,UMBC,67.37m,"221' 0""",America East Outdoor Track & Field Championships,2018-05-05,JT,M
48,"Martin, Jared",SO-2,North Carolina,67.31m,"220' 10""",ACC Outdoor Championships,2018-05-10,JT,M
49,"Shalaway, Ethan",SR-4,Kentucky,67.16m,"220' 4""",National Relay Championships,2018-04-27,JT,M
50,"Selk, Derek",SO-2,Kansas State,67.15m,"220' 4""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,JT,M
51,"Jones, Grant",SO-2,Pittsburgh,67.10m,"220' 2""",Tennessee Relays,2018-04-12,JT,M
52,"Trott, Derek",JR-3,William and Mary,67.02m,"219' 10""",IC4A/ECAC DI Outdoor Track & Field Championships,2018-05-12,JT,M
53,"Liitmae, Rauno",SR-4,Missouri,67.00m,"219' 10""",SEC Outdoor Track and Field Championships,2018-05-11,JT,M
54,"Hill, Grayson",SO-2,Army West Point,66.80m,"219' 2""",Army vs. Navy Outdoor Star Meet 2018,2018-04-07,JT,M
55,"Arter, Sam",SO-2,Liberty,66.74m,"218' 11""",Virginia Grand Prix,2018-04-28,JT,M
56,"Lopez-Ibarra, Javier",JR-3,North Texas,66.55m,"218' 4""",2018 TCU Invitational,2018-03-16,JT,M
57,"Shalaway, Elijah",SO-2,Wake Forest,66.41m,"217' 10""",Penn Relays,2018-04-26,JT,M
58,"Mitchell, Adrian",SO-2,Albany,66.37m,"217' 9""",America East Outdoor Track & Field Championships,2018-05-05,JT,M
59,"Cook, August",FR-1,Army West Point,66.36m,"217' 8""",Patriot League Outdoor Track & Field Championships,2018-05-04,JT,M
60,"Mason, Skyler",FR-1,Navy,66.35m,"217' 8""",Patriot League Outdoor Track & Field Championships,2018-05-04,JT,M
60,"Spearman, Parker",SO-2,Air Force,66.35m,"217' 8""",Mountain West Outdoor Track & Field Championships,2018-05-09,JT,M
62,"Maher, Erik",SR-4,Rice,66.23m,"217' 3""",J Fred Duckett Twilight Meet,2018-04-21,JT,M
63,"Donati, Tyler",SR-4,Youngstown St.,66.22m,"217' 3""",Horizon League Outdoor Track & Field Championships,2018-05-04,JT,M
64,"Dosanjh, Harpreet",SR-4,UMKC,66.08m,"216' 9""",Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,JT,M
65,"Colello, Ben",SR-4,Dartmouth,66.06m,"216' 9""",Ivy League Outdoor Track & Field Championships,2018-05-05,JT,M
66,"Marsack, Michael",SO-2,Duke,66.03m,"216' 8""",Battle of the Blues,2018-04-06,JT,M
67,"Ziegenfuss, Derek",JR-3,Eastern Michigan,66.01m,"216' 7""",Tennessee Relays,2018-04-12,JT,M
68,"Banks, Donavon",JR-3,McNeese State,65.97m,"216' 5""",Southland Conference Outdoor Track & Field Championships,2018-05-04,JT,M
69,"Springer, Alex",JR-3,Arkansas,65.92m,"216' 3""",Arkansas Twilight,2018-05-04,JT,M
70,"Porter, Mark",FR-1,Penn State,65.66m,"215' 5""",Virginia Challenge,2018-04-20,JT,M
71,"McManus, Greg",SO-2,Rhode Island,65.43m,"214' 8""",Black & Gold Invitational,2018-03-31,JT,M
72,"Krezmer, Matthew",SR-4,Rutgers,65.30m,"214' 3""",Big Ten Championships,2018-05-11,JT,M
73,"Judge, Jack",JR-3,Villanova,65.28m,"214' 2""",BIG EAST Outdoor Track & Field Championships,2018-05-11,JT,M
74,"Morris, Kyle",SO-2,Utah State,64.97m,"213' 2""",Mark Faldmo Invitational,2018-04-13,JT,M
75,"Wolfley, Logan",SO-2,Kansas State,64.83m,"212' 8""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,JT,M
76,"Knoblock, Max",SR-4,Michigan State,64.81m,"212' 7""",Big Ten Championships,2018-05-11,JT,M
77,"Kingsfield, Will",FR-1,Stanford,64.69m,"212' 3""",National Relay Championships,2018-04-27,JT,M
78,"Grissom, Carter",JR-3,UMKC,64.67m,"212' 2""",Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,JT,M
79,"Beyer, Austin",JR-3,Idaho,64.63m,"212' 0""",Big Sky Outdoor Track & Field Championships,2018-05-08,JT,M
80,"Governale, Dominic",SO-2,Southern Miss.,64.62m,"212' 0""",FSU Relays,2018-03-23,JT,M
81,"Stelly, Hunter",JR-3,UL-Lafayette,64.55m,"211' 9""",Texas State Bobcat Invitational,2018-03-29,JT,M
82,"Mensendiek, Erik",SR-4,Arizona,64.36m,"211' 2""",40th Annual Aztec Invitational,2018-03-24,JT,M
83,"Tarr, Chase",FR-1,UC Santa Barbara,64.29m,"210' 11""",UC Santa Barbara vs. Cal Poly,2018-04-28,JT,M
84,"Nawrocki, Matt",JR-3,Penn State,64.14m,"210' 5""",LSU Battle on the Bayou,2018-04-07,JT,M
85,"Krombolz, Aidan",FR-1,Bucknell,63.99m,"209' 11""","Virginia v. Maryland, Bucknell, Georgetown",2018-04-06,JT,M
86,"Griggers, Tyler",JR-3,Louisiana Tech,63.91m,"209' 8""",2018 Louisiana Classics,2018-03-16,JT,M
87,"Milton, Collin",SO-2,Northwestern St.,63.85m,"209' 6""",Leon Johnson NSU Invitational,2018-04-28,JT,M
88,"Harnett, Greg",SO-2,Rutgers,63.72m,"209' 1""",USF Bulls Invitational,2018-03-22,JT,M
89,"Crabill, Donald",SR-4,Air Force,63.70m,"209' 0""",Air Force Twilight Open,2018-05-04,JT,M
90,"Reinhart, Matthew",SO-2,Virginia Tech,63.63m,"208' 9""",ACC Outdoor Championships,2018-05-10,JT,M
91,"Danner, Nick",SR-4,Rhode Island,63.44m,"208' 2""",A-10 Championships,2018-05-05,JT,M
92,"Rowley, Jeff",SO-2,Southern Utah,63.25m,"207' 6""",Texas State Bobcat Invitational,2018-03-29,JT,M
93,"Wasik, Steele",JR-3,Texas,63.20m,"207' 4""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,JT,M
94,"Card-Childers, Charlie",JR-3,Rice,63.18m,"207' 3""",2018 Conference USA Outdoor Track & Field Championships,2018-05-10,JT,M
95,"Wachtendonk, Jacob",FR-1,Washington,63.13m,"207' 1""",WSU-UW Dual,2018-04-28,JT,M
96,"Post, Matthew",SO-2,Arizona,63.10m,"207' 0""",40th Annual Aztec Invitational,2018-03-24,JT,M
97,"Sult, Kyle",SO-2,Lehigh,63.02m,"206' 9""",Mondschein Multi,2018-04-12,JT,M
98,"Hopkins, Hunter",SR-4,Texas Tech,63.00m,"206' 8""",Big 12 Conference Outdoor Track and Field Championships,2018-05-11,JT,M
99,"Brookman, Connor",JR-3,Troy,62.97m,"206' 7""",Penn Relays,2018-04-26,JT,M
100,"Sugg, Dalton",FR-1,Washington,62.96m,"206' 7""",WSU-UW Dual,2018-04-28,JT,M
1,"Quinn, Kyle",SO-2,Tennessee,78.28m,"256' 10""",Tennessee Relays,2014-04-10,JT,M
2,"Dykstra, Raymond",JR-3,Kentucky,76.45m,"250' 10""",SEC Outdoor Championship,2014-05-15,JT,M
3,"Robbins, Rob",JR-3,Cornell,75.88m,"248' 11""",Bison Outdoor Classic,2014-04-12,JT,M
4,"Crouser, Sam",JR-3,Oregon,75.41m,"247' 5""",36th SDSU Aztec Invitational - Invite Section,2014-03-27,JT,M
5,"Stanley, Bill",SO-2,Ohio State,74.38m,"244' 0""",Vanderbilt Black & Gold Invitational,2014-03-28,JT,M
6,"Dohmann, Fabian",FR-1,Texas,74.25m,"243' 7""",Big 12 Outdoor Track and Field Championships,2014-05-16,JT,M
7,"Guerra, Tomas",SO-2,Western Kentucky,73.37m,"240' 8""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,JT,M
8,"Carter, Justin",FR-1,Auburn,73.04m,"239' 7""",SEC Outdoor Championship,2014-05-15,JT,M
9,"Bogert, Devin",JR-3,Texas A&M,73.01m,"239' 6""",35th Sun Angel Track Classic,2014-04-11,JT,M
10,"Shuey, Michael",SO-2,Penn State,72.69m,"238' 6""",Crimson Tide Invitational,2014-04-05,JT,M
11,"Lipschutz, McLean",SO-2,Monmouth,72.55m,"238' 0""",Greyhound Invitational,2014-04-18,JT,M
12,"Carper, Chris",SR-4,Robert Morris,72.13m,"236' 8""",Wake Forest Open,2014-03-21,JT,M
13,"Nardini, Stefano",JR-3,Hampton,72.01m,"236' 3""",Raleigh Relays (College/University),2014-03-28,JT,M
14,"Hale, Quinn",JR-3,Washington,71.82m,"235' 7""",USC TroJan Invitational,2014-03-22,JT,M
15,"DuVernois, Vincent",SR-4,Monmouth,71.70m,"235' 3""",Princeton Quad Meet,2014-04-12,JT,M
16,"Carr, Thomas",SO-2,Rutgers,71.51m,"234' 7""",Penn Relays,2014-04-24,JT,M
17,"Garton, MaCauley",JR-3,Missouri,71.02m,"233' 0""",2014 ESU Mid-Week Open,2014-04-23,JT,M
18,"Snow, Garrett",SO-2,Oklahoma,70.92m,"232' 8""",Big 12 Outdoor Track and Field Championships,2014-05-16,JT,M
19,"Karakolis, Evan",SO-2,Rice,70.80m,"232' 3""",Virginia Challenge,2014-05-09,JT,M
20,"Stell, Jay",SO-2,Navy,70.72m,"232' 0""",Army vs. Navy,2014-04-05,JT,M
21,"Storic, Ivan",SR-4,Texas-Arlington,70.14m,"230' 1""",Michael Johnson/Dr. Pepper Classic,2014-04-19,JT,M
22,"Renton, Tyler",SO-2,Oklahoma,69.96m,"229' 6""",John Jacobs Invitational,2014-04-18,JT,M
23,"Zuidema, Kaleb",FR-1,South Carolina,69.87m,"229' 3""",SEC Outdoor Championship,2014-05-15,JT,M
24,"Lang, Thomas",SO-2,Duke,69.83m,"229' 1""",ACC Outdoor Track & Field Championships,2014-04-17,JT,M
25,"Cox, Joshua",JR-3,Louisiana Tech,69.61m,"228' 4""",UTEP Invitational,2014-04-12,JT,M
